1622083935103	mozrunner::runner	INFO	Running command: "C:\\Program Files\\Mozilla Firefox\\firefox.exe" "-marionette" "-foreground" "-no-remote" "-profile" "C:\\Users\\ADMINI~1\\AppData\\Local\\Temp\\rust_mozprofile.iiaIaUIFnpjN"
1622083936882	Marionette	DEBUG	Setting recommended pref dom.disable_open_during_load to false
1622083936882	Marionette	DEBUG	Setting recommended pref dom.file.createInChild to true
1622083936882	Marionette	DEBUG	Setting recommended pref dom.max_chrome_script_run_time to 0
1622083936882	Marionette	DEBUG	Setting recommended pref dom.max_script_run_time to 0
1622083936882	Marionette	DEBUG	Setting recommended pref extensions.getAddons.cache.enabled to false
1622083936882	Marionette	DEBUG	Setting recommended pref extensions.webservice.discoverURL to http://%(server)s/dummy/discoveryURL
1622083936882	Marionette	DEBUG	Setting recommended pref network.http.prompt-temp-redirect to false
1622083936882	Marionette	DEBUG	Setting recommended pref network.http.speculative-parallel-limit to 0
1622083936883	Marionette	DEBUG	Setting recommended pref security.fileuri.strict_origin_policy to false
1622083936883	Marionette	DEBUG	Setting recommended pref security.notification_enable_delay to 0
1622083936883	Marionette	DEBUG	Setting recommended pref signon.autofillForms to false
1622083936883	Marionette	DEBUG	Setting recommended pref signon.rememberSignons to false
1622083936883	Marionette	DEBUG	Setting recommended pref toolkit.cosmeticAnimations.enabled to false
1622083936915	Marionette	INFO	Listening on port 56106
1622083936915	Marionette	DEBUG	Remote service is active
1622083937167	Marionette	DEBUG	Accepted connection 0 from 127.0.0.1:56107
1622083937168	Marionette	DEBUG	0 -> [0,1,"WebDriver:NewSession",{"acceptInsecureCerts":true,"browserName":"firefox"}]
1622083937169	Marionette	WARN	TLS certificate errors will be ignored for this session
1622083937201	Marionette	TRACE	[6442450945] Frame script loaded
1622083937202	Marionette	TRACE	[6442450945] Frame script registered
1622083937207	Marionette	DEBUG	0 <- [1,1,null,{"sessionId":"6aa573cb-e915-409b-9f8e-4d4b116ba272","capabilities":{"browserName":"firefox","browserVersion":"65.0" ... ozprofile.iiaIaUIFnpjN","moz:shutdownTimeout":60000,"moz:useNonSpecCompliantPointerOrigin":false,"moz:webdriverClick":true}}]
1622083937214	Marionette	DEBUG	0 -> [0,2,"WebDriver:Navigate",{"url":"file:///D:/selenium%E5%9F%BA%E7%A1%80/%E7%BB%83%E4%B9%A0%E9%A1%B5%E9%9D%A2/注册A.html"}]
1622083937220	Marionette	TRACE	[6442450945] Received DOM event beforeunload for about:blank
1622083937229	Marionette	TRACE	[6442450945] Received DOM event pagehide for about:blank
1622083937229	Marionette	TRACE	[6442450945] Received DOM event unload for about:blank
1622083937230	Marionette	TRACE	[6442450945] Received observer notification outer-window-destroyed
[Parent 8384, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 332
[Child 14264, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 332
[Child 14264, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 332
1622083937450	Marionette	TRACE	[8589934593] Frame script loaded
1622083937452	Marionette	TRACE	[8589934593] Frame script registered
1622083937463	Marionette	TRACE	[8589934593] Check readyState uninitialized for about:blank
1622083937488	Marionette	TRACE	[8589934593] Received DOM event DOMContentLoaded for file:///D:/selenium%E5%9F%BA%E7%A1%80/%E7%BB%83%E4%B9%A0%E9%A1%B5%E9%9D%A2/%E6%B3%A8%E5%86%8CA.html
1622083937522	Marionette	TRACE	[8589934593] Received DOM event pageshow for file:///D:/selenium%E5%9F%BA%E7%A1%80/%E7%BB%83%E4%B9%A0%E9%A1%B5%E9%9D%A2/%E6%B3%A8%E5%86%8CA.html
1622083937526	Marionette	DEBUG	0 <- [1,2,null,{"value":null}]
1622083937532	Marionette	DEBUG	0 -> [0,3,"WebDriver:FindElement",{"using":"link text","value":"访问 新浪 网站"}]
1622083937548	Marionette	DEBUG	0 <- [1,3,null,{"value":{"element-6066-11e4-a52e-4f735466cecf":"99b3d22c-877e-46e2-87eb-c81be5412c94"}}]
1622083937550	Marionette	DEBUG	0 -> [0,4,"WebDriver:ElementClick",{"id":"99b3d22c-877e-46e2-87eb-c81be5412c94"}]
1622083937565	Marionette	DEBUG	0 <- [1,4,null,{"value":null}]
1622083937581	Marionette	TRACE	[8589934596] Frame script loaded
1622083937588	Marionette	DEBUG	0 -> [0,5,"WebDriver:GetWindowHandles",{}]
1622083937588	Marionette	DEBUG	0 <- [1,5,null,["8589934593"]]
1622083937590	Marionette	TRACE	[8589934596] Frame script registered
1622083937616	Marionette	DEBUG	Closed connection 0
JavaScript warning: https://n.sinaimg.cn/index/js/shms2.js?v=20190927, line 289: unreachable code after return statement
[Parent 8384, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 332
1622083944479	Marionette	TRACE	Received observer notification xpcom-will-shutdown
1622083944479	Marionette	DEBUG	Resetting recommended pref apz.content_response_timeout
1622083944479	Marionette	DEBUG	Resetting recommended pref browser.contentblocking.introCount
1622083944479	Marionette	DEBUG	Resetting recommended pref browser.download.panel.shown
1622083944479	Marionette	DEBUG	Resetting recommended pref browser.newtabpage.enabled
1622083944480	Marionette	DEBUG	Resetting recommended pref browser.pagethumbnails.capturing_disabled
1622083944480	Marionette	DEBUG	Resetting recommended pref browser.search.update
1622083944480	Marionette	DEBUG	Resetting recommended pref browser.tabs.disableBackgroundZombification
1622083944480	Marionette	DEBUG	Resetting recommended pref browser.tabs.warnOnCloseOtherTabs
1622083944480	Marionette	DEBUG	Resetting recommended pref browser.tabs.warnOnOpen
1622083944480	Marionette	DEBUG	Resetting recommended pref browser.usedOnWindows10.introURL
1622083944480	Marionette	DEBUG	Resetting recommended pref browser.urlbar.suggest.searches
1622083944481	Marionette	DEBUG	Resetting recommended pref datareporting.policy.dataSubmissionPolicyAccepted
1622083944481	Marionette	DEBUG	Resetting recommended pref dom.disable_beforeunload
1622083944481	Marionette	DEBUG	Resetting recommended pref dom.disable_open_during_load
1622083944481	Marionette	DEBUG	Resetting recommended pref dom.file.createInChild
1622083944481	Marionette	DEBUG	Resetting recommended pref dom.max_chrome_script_run_time
1622083944481	Marionette	DEBUG	Resetting recommended pref dom.max_script_run_time
1622083944481	Marionette	DEBUG	Resetting recommended pref extensions.getAddons.cache.enabled
1622083944481	Marionette	DEBUG	Resetting recommended pref extensions.webservice.discoverURL
1622083944481	Marionette	DEBUG	Resetting recommended pref network.http.prompt-temp-redirect
1622083944481	Marionette	DEBUG	Resetting recommended pref network.http.speculative-parallel-limit
1622083944481	Marionette	DEBUG	Resetting recommended pref security.fileuri.strict_origin_policy
1622083944481	Marionette	DEBUG	Resetting recommended pref security.notification_enable_delay
1622083944481	Marionette	DEBUG	Resetting recommended pref signon.autofillForms
1622083944482	Marionette	DEBUG	Resetting recommended pref signon.rememberSignons
1622083944482	Marionette	DEBUG	Resetting recommended pref toolkit.cosmeticAnimations.enabled
1622083944482	Marionette	INFO	Stopped listening on port 56106
1622083944482	Marionette	DEBUG	Remote service is inactive

###!!! [Child][RunMessage] Error: Channel closing: too late to send/recv, messages will be lost

[GPU 14436, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 332

###!!! [Child][MessageChannel::SendAndWait] Error: Channel error: cannot send/recv

1622083979503	mozrunner::runner	INFO	Running command: "C:\\Program Files\\Mozilla Firefox\\firefox.exe" "-marionette" "-foreground" "-no-remote" "-profile" "C:\\Users\\ADMINI~1\\AppData\\Local\\Temp\\rust_mozprofile.yuwY8sOQw0Og"
1622083979855	addons.webextension.screenshots@mozilla.org	WARN	Loading extension 'screenshots@mozilla.org': Reading manifest: Invalid host permission: resource://pdf.js/
1622083979855	addons.webextension.screenshots@mozilla.org	WARN	Loading extension 'screenshots@mozilla.org': Reading manifest: Invalid host permission: about:reader*
1622083979976	Marionette	TRACE	Received observer notification profile-after-change
1622083980023	Marionette	TRACE	Received observer notification toplevel-window-ready
1622083980050	Marionette	TRACE	Received observer notification command-line-startup
1622083980050	Marionette	TRACE	Received observer notification nsPref:changed
1622083980050	Marionette	DEBUG	Init aborted (running=false, enabled=true, finalUIStartup=false)
1622083980107	Marionette	TRACE	Received observer notification toplevel-window-ready
1622083980886	Marionette	TRACE	Received observer notification sessionstore-windows-restored
1622083980887	Marionette	TRACE	Waiting until startup recorder finished recording startup scripts...
1622083981177	Marionette	TRACE	All scripts recorded.
1622083981177	Marionette	DEBUG	Setting recommended pref apz.content_response_timeout to 60000
1622083981178	Marionette	DEBUG	Setting recommended pref browser.contentblocking.introCount to 99
1622083981178	Marionette	DEBUG	Setting recommended pref browser.download.panel.shown to true
1622083981178	Marionette	DEBUG	Setting recommended pref browser.newtabpage.enabled to false
1622083981179	Marionette	DEBUG	Setting recommended pref browser.pagethumbnails.capturing_disabled to true
1622083981180	Marionette	DEBUG	Setting recommended pref browser.search.update to false
1622083981180	Marionette	DEBUG	Setting recommended pref browser.tabs.disableBackgroundZombification to false
1622083981180	Marionette	DEBUG	Setting recommended pref browser.tabs.warnOnCloseOtherTabs to false
1622083981181	Marionette	DEBUG	Setting recommended pref browser.tabs.warnOnOpen to false
1622083981181	Marionette	DEBUG	Setting recommended pref browser.usedOnWindows10.introURL to 
1622083981181	Marionette	DEBUG	Setting recommended pref browser.urlbar.suggest.searches to false
1622083981182	Marionette	DEBUG	Setting recommended pref datareporting.policy.dataSubmissionPolicyAccepted to false
1622083981182	Marionette	DEBUG	Setting recommended pref dom.disable_beforeunload to true
1622083981182	Marionette	DEBUG	Setting recommended pref dom.disable_open_during_load to false
1622083981182	Marionette	DEBUG	Setting recommended pref dom.file.createInChild to true
1622083981182	Marionette	DEBUG	Setting recommended pref dom.max_chrome_script_run_time to 0
1622083981182	Marionette	DEBUG	Setting recommended pref dom.max_script_run_time to 0
1622083981183	Marionette	DEBUG	Setting recommended pref extensions.getAddons.cache.enabled to false
1622083981183	Marionette	DEBUG	Setting recommended pref extensions.webservice.discoverURL to http://%(server)s/dummy/discoveryURL
1622083981183	Marionette	DEBUG	Setting recommended pref network.http.prompt-temp-redirect to false
1622083981183	Marionette	DEBUG	Setting recommended pref network.http.speculative-parallel-limit to 0
1622083981183	Marionette	DEBUG	Setting recommended pref security.fileuri.strict_origin_policy to false
1622083981183	Marionette	DEBUG	Setting recommended pref security.notification_enable_delay to 0
1622083981183	Marionette	DEBUG	Setting recommended pref signon.autofillForms to false
1622083981183	Marionette	DEBUG	Setting recommended pref signon.rememberSignons to false
1622083981183	Marionette	DEBUG	Setting recommended pref toolkit.cosmeticAnimations.enabled to false
1622083981219	Marionette	INFO	Listening on port 56288
1622083981219	Marionette	DEBUG	Remote service is active
1622083981555	Marionette	DEBUG	Accepted connection 0 from 127.0.0.1:56289
1622083981556	Marionette	DEBUG	0 -> [0,1,"WebDriver:NewSession",{"acceptInsecureCerts":true,"browserName":"firefox"}]
1622083981557	Marionette	WARN	TLS certificate errors will be ignored for this session
1622083981595	Marionette	TRACE	[6442450945] Frame script loaded
1622083981596	Marionette	TRACE	[6442450945] Frame script registered
1622083981600	Marionette	DEBUG	0 <- [1,1,null,{"sessionId":"d32ea961-f6d6-4e45-a32f-cfb2468f7e0d","capabilities":{"browserName":"firefox","browserVersion":"65.0" ... ozprofile.yuwY8sOQw0Og","moz:shutdownTimeout":60000,"moz:useNonSpecCompliantPointerOrigin":false,"moz:webdriverClick":true}}]
1622083981605	Marionette	DEBUG	0 -> [0,2,"WebDriver:Navigate",{"url":"file:///D:/selenium%E5%9F%BA%E7%A1%80/%E7%BB%83%E4%B9%A0%E9%A1%B5%E9%9D%A2/注册A.html"}]
1622083981609	Marionette	TRACE	[6442450945] Received DOM event beforeunload for about:blank
1622083981615	Marionette	TRACE	[6442450945] Received DOM event pagehide for about:blank
1622083981615	Marionette	TRACE	[6442450945] Received DOM event unload for about:blank
1622083981616	Marionette	TRACE	[6442450945] Received observer notification outer-window-destroyed
[Parent 11776, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 332
1622083981840	Marionette	TRACE	[8589934593] Frame script loaded
1622083981841	Marionette	TRACE	[8589934593] Frame script registered
1622083981851	Marionette	TRACE	[8589934593] Check readyState uninitialized for about:blank
1622083981876	Marionette	TRACE	[8589934593] Received DOM event DOMContentLoaded for file:///D:/selenium%E5%9F%BA%E7%A1%80/%E7%BB%83%E4%B9%A0%E9%A1%B5%E9%9D%A2/%E6%B3%A8%E5%86%8CA.html
1622083981899	Marionette	TRACE	[8589934593] Received DOM event pageshow for file:///D:/selenium%E5%9F%BA%E7%A1%80/%E7%BB%83%E4%B9%A0%E9%A1%B5%E9%9D%A2/%E6%B3%A8%E5%86%8CA.html
1622083981900	Marionette	DEBUG	0 <- [1,2,null,{"value":null}]
1622083981909	Marionette	DEBUG	0 -> [0,3,"WebDriver:FindElement",{"using":"link text","value":"访问 新浪 网站"}]
1622083981925	Marionette	DEBUG	0 <- [1,3,null,{"value":{"element-6066-11e4-a52e-4f735466cecf":"f6f15bb6-58f5-4cca-8402-3a6ef5b0e45c"}}]
1622083981927	Marionette	DEBUG	0 -> [0,4,"WebDriver:ElementClick",{"id":"f6f15bb6-58f5-4cca-8402-3a6ef5b0e45c"}]
1622083981941	Marionette	DEBUG	0 <- [1,4,null,{"value":null}]
1622083981957	Marionette	TRACE	[8589934596] Frame script loaded
1622083981965	Marionette	TRACE	[8589934596] Frame script registered
1622083981965	Marionette	DEBUG	0 -> [0,5,"WebDriver:GetWindowHandles",{}]
1622083981966	Marionette	DEBUG	0 <- [1,5,null,["8589934593"]]
1622083981993	Marionette	DEBUG	Closed connection 0
JavaScript warning: https://n.sinaimg.cn/index/js/shms2.js?v=20190927, line 289: unreachable code after return statement
[Parent 11776, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 332
[Child 15916, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 332
[Child 15916, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 332
[Child 11416, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 332
[Child 11416, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 332
[Parent 11776, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 332
[Child 12780, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 332
1622083988359	Marionette	TRACE	Received observer notification xpcom-will-shutdown
1622083988359	Marionette	DEBUG	Resetting recommended pref apz.content_response_timeout
1622083988359	Marionette	DEBUG	Resetting recommended pref browser.contentblocking.introCount
1622083988359	Marionette	DEBUG	Resetting recommended pref browser.download.panel.shown
1622083988359	Marionette	DEBUG	Resetting recommended pref browser.newtabpage.enabled
1622083988360	Marionette	DEBUG	Resetting recommended pref browser.pagethumbnails.capturing_disabled
1622083988360	Marionette	DEBUG	Resetting recommended pref browser.search.update
1622083988360	Marionette	DEBUG	Resetting recommended pref browser.tabs.disableBackgroundZombification
1622083988360	Marionette	DEBUG	Resetting recommended pref browser.tabs.warnOnCloseOtherTabs
1622083988360	Marionette	DEBUG	Resetting recommended pref browser.tabs.warnOnOpen
1622083988360	Marionette	DEBUG	Resetting recommended pref browser.usedOnWindows10.introURL
1622083988361	Marionette	DEBUG	Resetting recommended pref browser.urlbar.suggest.searches
1622083988361	Marionette	DEBUG	Resetting recommended pref datareporting.policy.dataSubmissionPolicyAccepted
1622083988361	Marionette	DEBUG	Resetting recommended pref dom.disable_beforeunload
1622083988361	Marionette	DEBUG	Resetting recommended pref dom.disable_open_during_load
1622083988361	Marionette	DEBUG	Resetting recommended pref dom.file.createInChild
1622083988361	Marionette	DEBUG	Resetting recommended pref dom.max_chrome_script_run_time
1622083988361	Marionette	DEBUG	Resetting recommended pref dom.max_script_run_time
1622083988362	Marionette	DEBUG	Resetting recommended pref extensions.getAddons.cache.enabled
1622083988362	Marionette	DEBUG	Resetting recommended pref extensions.webservice.discoverURL
1622083988362	Marionette	DEBUG	Resetting recommended pref network.http.prompt-temp-redirect
1622083988362	Marionette	DEBUG	Resetting recommended pref network.http.speculative-parallel-limit
1622083988362	Marionette	DEBUG	Resetting recommended pref security.fileuri.strict_origin_policy
1622083988362	Marionette	DEBUG	Resetting recommended pref security.notification_enable_delay
1622083988362	Marionette	DEBUG	Resetting recommended pref signon.autofillForms
1622083988362	Marionette	DEBUG	Resetting recommended pref signon.rememberSignons
1622083988362	Marionette	DEBUG	Resetting recommended pref toolkit.cosmeticAnimations.enabled
1622083988363	Marionette	INFO	Stopped listening on port 56288
1622083988363	Marionette	DEBUG	Remote service is inactive
[GPU 6168, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 332

###!!! [Child][RunMessage] Error: Channel closing: too late to send/recv, messages will be lost


###!!! [Child][MessageChannel::SendAndWait] Error: Channel error: cannot send/recv

1622084005261	mozrunner::runner	INFO	Running command: "C:\\Program Files\\Mozilla Firefox\\firefox.exe" "-marionette" "-foreground" "-no-remote" "-profile" "C:\\Users\\ADMINI~1\\AppData\\Local\\Temp\\rust_mozprofile.WFCXb9HRLyTy"
1622084005640	addons.webextension.screenshots@mozilla.org	WARN	Loading extension 'screenshots@mozilla.org': Reading manifest: Invalid host permission: resource://pdf.js/
1622084005640	addons.webextension.screenshots@mozilla.org	WARN	Loading extension 'screenshots@mozilla.org': Reading manifest: Invalid host permission: about:reader*
1622084005734	Marionette	TRACE	Received observer notification profile-after-change
1622084005776	Marionette	TRACE	Received observer notification toplevel-window-ready
1622084005807	Marionette	TRACE	Received observer notification command-line-startup
1622084005808	Marionette	TRACE	Received observer notification nsPref:changed
1622084005808	Marionette	DEBUG	Init aborted (running=false, enabled=true, finalUIStartup=false)
1622084005866	Marionette	TRACE	Received observer notification toplevel-window-ready
1622084006719	Marionette	TRACE	Received observer notification sessionstore-windows-restored
1622084006719	Marionette	TRACE	Waiting until startup recorder finished recording startup scripts...
1622084007056	Marionette	TRACE	All scripts recorded.
1622084007056	Marionette	DEBUG	Setting recommended pref apz.content_response_timeout to 60000
1622084007057	Marionette	DEBUG	Setting recommended pref browser.contentblocking.introCount to 99
1622084007057	Marionette	DEBUG	Setting recommended pref browser.download.panel.shown to true
1622084007057	Marionette	DEBUG	Setting recommended pref browser.newtabpage.enabled to false
1622084007058	Marionette	DEBUG	Setting recommended pref browser.pagethumbnails.capturing_disabled to true
1622084007059	Marionette	DEBUG	Setting recommended pref browser.search.update to false
1622084007059	Marionette	DEBUG	Setting recommended pref browser.tabs.disableBackgroundZombification to false
1622084007059	Marionette	DEBUG	Setting recommended pref browser.tabs.warnOnCloseOtherTabs to false
1622084007059	Marionette	DEBUG	Setting recommended pref browser.tabs.warnOnOpen to false
1622084007059	Marionette	DEBUG	Setting recommended pref browser.usedOnWindows10.introURL to 
1622084007060	Marionette	DEBUG	Setting recommended pref browser.urlbar.suggest.searches to false
1622084007061	Marionette	DEBUG	Setting recommended pref datareporting.policy.dataSubmissionPolicyAccepted to false
1622084007061	Marionette	DEBUG	Setting recommended pref dom.disable_beforeunload to true
1622084007061	Marionette	DEBUG	Setting recommended pref dom.disable_open_during_load to false
1622084007061	Marionette	DEBUG	Setting recommended pref dom.file.createInChild to true
1622084007061	Marionette	DEBUG	Setting recommended pref dom.max_chrome_script_run_time to 0
1622084007061	Marionette	DEBUG	Setting recommended pref dom.max_script_run_time to 0
1622084007062	Marionette	DEBUG	Setting recommended pref extensions.getAddons.cache.enabled to false
1622084007062	Marionette	DEBUG	Setting recommended pref extensions.webservice.discoverURL to http://%(server)s/dummy/discoveryURL
1622084007062	Marionette	DEBUG	Setting recommended pref network.http.prompt-temp-redirect to false
1622084007062	Marionette	DEBUG	Setting recommended pref network.http.speculative-parallel-limit to 0
1622084007062	Marionette	DEBUG	Setting recommended pref security.fileuri.strict_origin_policy to false
1622084007063	Marionette	DEBUG	Setting recommended pref security.notification_enable_delay to 0
1622084007063	Marionette	DEBUG	Setting recommended pref signon.autofillForms to false
1622084007063	Marionette	DEBUG	Setting recommended pref signon.rememberSignons to false
1622084007063	Marionette	DEBUG	Setting recommended pref toolkit.cosmeticAnimations.enabled to false
1622084007112	Marionette	INFO	Listening on port 56456
1622084007112	Marionette	DEBUG	Remote service is active
1622084007328	Marionette	DEBUG	Accepted connection 0 from 127.0.0.1:56457
1622084007331	Marionette	DEBUG	0 -> [0,1,"WebDriver:NewSession",{"acceptInsecureCerts":true,"browserName":"firefox"}]
1622084007331	Marionette	WARN	TLS certificate errors will be ignored for this session
1622084007392	Marionette	TRACE	[6442450945] Frame script loaded
1622084007393	Marionette	TRACE	[6442450945] Frame script registered
1622084007398	Marionette	DEBUG	0 <- [1,1,null,{"sessionId":"d2e7028e-6e77-40b4-b849-a2b910a4a660","capabilities":{"browserName":"firefox","browserVersion":"65.0" ... ozprofile.WFCXb9HRLyTy","moz:shutdownTimeout":60000,"moz:useNonSpecCompliantPointerOrigin":false,"moz:webdriverClick":true}}]
1622084007402	Marionette	DEBUG	0 -> [0,2,"WebDriver:Navigate",{"url":"file:///D:/selenium%E5%9F%BA%E7%A1%80/%E7%BB%83%E4%B9%A0%E9%A1%B5%E9%9D%A2/注册A.html"}]
1622084007409	Marionette	TRACE	[6442450945] Received DOM event beforeunload for about:blank
1622084007416	Marionette	TRACE	[6442450945] Received DOM event pagehide for about:blank
1622084007417	Marionette	TRACE	[6442450945] Received DOM event unload for about:blank
1622084007418	Marionette	TRACE	[6442450945] Received observer notification outer-window-destroyed
[Parent 15000, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 332
[Child 14796, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 332
[Child 14796, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 332
1622084007674	Marionette	TRACE	[8589934593] Frame script loaded
1622084007676	Marionette	TRACE	[8589934593] Frame script registered
1622084007689	Marionette	TRACE	[8589934593] Check readyState uninitialized for about:blank
1622084007713	Marionette	TRACE	[8589934593] Received DOM event DOMContentLoaded for file:///D:/selenium%E5%9F%BA%E7%A1%80/%E7%BB%83%E4%B9%A0%E9%A1%B5%E9%9D%A2/%E6%B3%A8%E5%86%8CA.html
1622084007743	Marionette	TRACE	[8589934593] Received DOM event pageshow for file:///D:/selenium%E5%9F%BA%E7%A1%80/%E7%BB%83%E4%B9%A0%E9%A1%B5%E9%9D%A2/%E6%B3%A8%E5%86%8CA.html
1622084007744	Marionette	DEBUG	0 <- [1,2,null,{"value":null}]
1622084007750	Marionette	DEBUG	0 -> [0,3,"WebDriver:FindElement",{"using":"link text","value":"访问 新浪 网站"}]
1622084007765	Marionette	DEBUG	0 <- [1,3,null,{"value":{"element-6066-11e4-a52e-4f735466cecf":"d9e6e013-4254-4f93-8fb5-d1e732a00fdb"}}]
1622084007767	Marionette	DEBUG	0 -> [0,4,"WebDriver:ElementClick",{"id":"d9e6e013-4254-4f93-8fb5-d1e732a00fdb"}]
1622084007781	Marionette	DEBUG	0 <- [1,4,null,{"value":null}]
1622084007796	Marionette	TRACE	[8589934596] Frame script loaded
1622084007804	Marionette	TRACE	[8589934596] Frame script registered
1622084007807	Marionette	DEBUG	0 -> [0,5,"WebDriver:GetWindowHandles",{}]
1622084007808	Marionette	DEBUG	0 <- [1,5,null,["8589934593"]]
1622084007831	Marionette	DEBUG	Closed connection 0
JavaScript warning: https://n.sinaimg.cn/index/js/shms2.js?v=20190927, line 289: unreachable code after return statement
console.error: BroadcastService: 
  receivedBroadcastMessage: handler for
  remote-settings/monitor_changes
  threw error:
  Message: Error: Polling for changes failed: NetworkError when attempting to fetch resource..
  Stack:
    remoteSettingsFunction/remoteSettings.pollChanges@resource://services-settings/remote-settings.js:188:13

console.error: BroadcastService: 
  receivedBroadcastMessage: handler for
  remote-settings/monitor_changes
  threw error:
  Message: Error: Polling for changes failed: NetworkError when attempting to fetch resource..
  Stack:
    remoteSettingsFunction/remoteSettings.pollChanges@resource://services-settings/remote-settings.js:188:13

[Child 9624, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 332
[Child 15964, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 332
[Parent 15000, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 332
[Child 10916, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 332
